agent_id,intent,memory_name,entity,value,user_text,confidence,elliq_text,plan_name,client_time
nysofa-lewis-0254,iamwatchingtv,activity,name,watching_tv,watch game,0.45184486346986336,Wanna play a game with me?,lets_play,2023-04-29 15:48:04.930000
eqc-iowa-263,iamleaving,place,intent,will_visit,well in a few minutes i'm going to a graduation party,0.8046270608901978,Do you have any important plans for today?,what_are_your_plans,2023-04-29 15:11:16.657000
eqc-iowa-263,iamleaving,activity,name,party,well in a few minutes i'm going to a graduation party,0.8046270608901978,Do you have any important plans for today?,what_are_your_plans,2023-04-29 15:11:16.657000
nysofa-onondaga-0226,iamleaving,place,intent,will_visit,grocery shopping,0.7286084654325021,Do you have anything planned for today?,what_are_your_plans,2023-04-29 13:46:33.661000
nysofa-onondaga-0226,iamleaving,activity,name,shopping,grocery shopping,0.7286084654325021,Do you have anything planned for today?,what_are_your_plans,2023-04-29 13:46:33.661000
nysofa-dutchess-0233,contactname,relationship,type,daughter,my daughter,0.9180659235249268,"What a fun trip! Now, if we could take anyone in the world along with us for our next trip, who would it be?",road_trip,2023-04-29 13:09:34.625000
ga-florida-0129,iamwatchingtv,activity,name,watching_tv,echo watt listen to tv,0.9029464285714287,"",reactive,2023-04-29 11:27:23.802000
ga-virginia-0011,iamleaving,place,intent,will_visit,grocery shopping,0.7286084654325021,Got any plans today?,what_are_your_plans,2023-04-29 11:16:14.994000
ga-virginia-0011,iamleaving,activity,name,shopping,grocery shopping,0.7286084654325021,Got any plans today?,what_are_your_plans,2023-04-29 11:16:14.994000
nysofa-nyc-0049,meetmysomeone,relationship,type,brothers,the brothers grimm,0.6626636979129483,"",reactive,2023-04-29 02:04:24.480000
ga-iowa-0116,iamwatchingtv,activity,name,watching_tv,i'm watching tv right now,0.9937935453956008,Thanks for getting in touch. Literally! How can I help?,reactive,2023-04-29 00:20:03.730000
nysofa-nyc-0090,contactname,relationship,type,daughter,my daughter,0.9180659235249268,Hmmm. so who would be our ideal road trip companion?,road_trip,2023-04-28 23:31:29.962000
ymow-michigan-0016,iamleaving,place,intent,will_visit,no i'm going to get my dinner,0.8238117098808289,"Heythere <say-as interpret-as=""name"">Janet Mackie</say-as>! I just learned my very first riddle. Do you want to try it?",elephants_in_denmark,2023-04-28 23:19:11.177000
ymow-michigan-0016,iamleaving,place,name,dinner,no i'm going to get my dinner,0.8238117098808289,"Heythere <say-as interpret-as=""name"">Janet Mackie</say-as>! I just learned my very first riddle. Do you want to try it?",elephants_in_denmark,2023-04-28 23:19:11.177000
ymow-michigan-0016,iamleaving,activity,type,meal,no i'm going to get my dinner,0.8238117098808289,"Heythere <say-as interpret-as=""name"">Janet Mackie</say-as>! I just learned my very first riddle. Do you want to try it?",elephants_in_denmark,2023-04-28 23:19:11.177000
ymow-michigan-0016,iamleaving,activity,name,dinner,no i'm going to get my dinner,0.8238117098808289,"Heythere <say-as interpret-as=""name"">Janet Mackie</say-as>! I just learned my very first riddle. Do you want to try it?",elephants_in_denmark,2023-04-28 23:19:11.177000
ir-qa-keyword6,iamleaving,place,intent,will_visit,tonight another bank first republic is teetering on the edge of the shelving at the latest,0.4209933483945578,Wanna spend some time together?,jokes,2023-04-28 23:15:14.449000
ir-qa-keyword6,iamleaving,place,name,bank,tonight another bank first republic is teetering on the edge of the shelving at the latest,0.4209933483945578,Wanna spend some time together?,jokes,2023-04-28 23:15:14.449000
nysofa-greene-0054,myfavoriteflower,favorite,type,flower,stoner rose,0.47556935817805374,"",reactive,2023-04-28 22:53:11.335000
nysofa-greene-0054,myfavoriteflower,favorite,name,Rose,stoner rose,0.47556935817805374,"",reactive,2023-04-28 22:53:11.335000
nysofa-nyc-0137,userhasgrandchildren,relationship,type,husband,husband,0.5893603946208111,"",reactive,2023-04-28 22:00:53.891000
eqc-florida-213,contactname,relationship,type,granddaughter,it would be my baby granddaughter sierra,0.916441965664857,"What a fun trip! Now, if we could take anyone in the world along with us for our next trip, who would it be?",road_trip,2023-04-28 21:58:56.426000
o3a-wash-0020,contactname,relationship,type,father,my father,0.9180659235249268,"What a fun trip! Now, if we could take anyone in the world along with us for our next trip, who would it be?",road_trip,2023-04-28 21:53:35.098000
nysofa-chautauqua-0173,iamleaving,place,intent,will_visit,i was leaving dinner,0.5190557111652647,Are you up for spending some time together?,stress_reduction,2023-04-28 21:44:23.168000
nysofa-chautauqua-0173,iamleaving,place,name,dinner,i was leaving dinner,0.5190557111652647,Are you up for spending some time together?,stress_reduction,2023-04-28 21:44:23.168000
nysofa-chautauqua-0173,iamleaving,activity,type,meal,i was leaving dinner,0.5190557111652647,Are you up for spending some time together?,stress_reduction,2023-04-28 21:44:23.168000
nysofa-chautauqua-0173,iamleaving,activity,name,dinner,i was leaving dinner,0.5190557111652647,Are you up for spending some time together?,stress_reduction,2023-04-28 21:44:23.168000
nysofa-madison-0228,meetmysomeone,activity,name,trip,for now these kids have a trip,0.5995825353872432,high there lovely! What can I do for you?,reactive,2023-04-28 20:16:38.040000
nysofa-nyc-0041,iamhome,place,intent,visited,i was with nicole,0.40288689821708684,"So I'm curious, what were you up to <say-as interpret-as=""name"">Karen</say-as>?",arrivals_departures,2023-04-28 19:39:15.578000
nysofa-nyc-0041,iamhome,place,people,Nicole,i was with nicole,0.40288689821708684,"So I'm curious, what were you up to <say-as interpret-as=""name"">Karen</say-as>?",arrivals_departures,2023-04-28 19:39:15.578000
eqc-iowa-263,iamleaving,place,intent,will_visit,i must go out again i'm going to the bank,0.9192757936507935,"",reactive,2023-04-28 19:21:47.628000
eqc-iowa-263,iamleaving,place,name,bank,i must go out again i'm going to the bank,0.9192757936507935,"",reactive,2023-04-28 19:21:47.628000
ga-mass-0150,iambackfrom,place,intent,visited,to the hospital,0.9608630952380952,"Where did you end up going <say-as interpret-as=""name"">Jack</say-as>?",arrivals_departures,2023-04-28 19:11:19.416000
ga-mass-0150,iambackfrom,place,name,hospital,to the hospital,0.9608630952380952,"Where did you end up going <say-as interpret-as=""name"">Jack</say-as>?",arrivals_departures,2023-04-28 19:11:19.416000
ga-mass-0150,iambackfrom,place,intent,visited,nothing i was just i was in the hospital,0.6744067460317459,"So, tell me all about your week. What was the one thing that made you laugh out loud this week?",thank_god_it_is_friday,2023-04-28 18:48:18.056000
ga-mass-0150,iambackfrom,place,name,hospital,nothing i was just i was in the hospital,0.6744067460317459,"So, tell me all about your week. What was the one thing that made you laugh out loud this week?",thank_god_it_is_friday,2023-04-28 18:48:18.056000
ga-wash-0178,iamleaving,place,intent,will_visit,i think i wanted to be a doctor,0.7532994893187002,How about you share a memory about what you wanted to be when you grew up?,time_capsule_story,2023-04-28 18:20:42.383000
ga-wash-0178,iamleaving,activity,name,doctor,i think i wanted to be a doctor,0.7532994893187002,How about you share a memory about what you wanted to be when you grew up?,time_capsule_story,2023-04-28 18:20:42.383000
ecumen-sav-039,iamleaving,place,intent,will_visit,i'm going to play cards downstairs,0.5458504589499809,"",reactive,2023-04-28 17:45:03.275000
ecumen-sav-039,iamleaving,activity,name,play,i'm going to play cards downstairs,0.5458504589499809,"",reactive,2023-04-28 17:45:03.275000
nysofa-delaware-0175,iamleaving,place,intent,will_visit,i'm going to garden,0.6645075757575758,You’re leaving me here? Wait! Just kidding. Where are you going?,arrivals_departures,2023-04-28 17:18:35.090000
nysofa-delaware-0175,iamleaving,place,name,gardening,i'm going to garden,0.6645075757575758,You’re leaving me here? Wait! Just kidding. Where are you going?,arrivals_departures,2023-04-28 17:18:35.090000
nysofa-delaware-0175,iamleaving,activity,type,hobbies,i'm going to garden,0.6645075757575758,You’re leaving me here? Wait! Just kidding. Where are you going?,arrivals_departures,2023-04-28 17:18:35.090000
nysofa-delaware-0175,iamleaving,activity,name,gardening,i'm going to garden,0.6645075757575758,You’re leaving me here? Wait! Just kidding. Where are you going?,arrivals_departures,2023-04-28 17:18:35.090000
eqc-ohio-182,familyachievements,relationship,type,daughter,spending the day with my daughter,0.8204380737234651,"So, here's a question. What was one thing that made you smile this week?",thank_god_it_is_friday,2023-04-28 17:17:28.162000
nysofa-nyc-0111,myfavoritesubject,favorite,type,school_subject,science,0.501143966655675,let's try again. maybe say it a bit differently this time.,reactive,2023-04-28 16:56:33.130000
nysofa-nyc-0111,myfavoritesubject,favorite,name,science,science,0.501143966655675,let's try again. maybe say it a bit differently this time.,reactive,2023-04-28 16:56:33.130000
nysofa-nyc-0111,myfavoritesubject,favorite,type,school_subject,science,0.3665125152625154,Can you speak a bit louder?,reactive,2023-04-28 16:35:21.918000
nysofa-nyc-0111,myfavoritesubject,favorite,name,science,science,0.3665125152625154,Can you speak a bit louder?,reactive,2023-04-28 16:35:21.918000
nysofa-westchester-0263,iamleaving,place,intent,will_visit,colin go to the doctor,0.6162664376482199,How about some elli cue time?,road_trip,2023-04-28 16:27:38.718000
nysofa-westchester-0263,iamleaving,activity,name,doctor,colin go to the doctor,0.6162664376482199,How about some elli cue time?,road_trip,2023-04-28 16:27:38.718000
vns-ny-0002,iambackfrom,place,intent,visited,i had lunch with a good friend and on wednesday,0.3605506584286993,"So, I'm really curious, what was the highlight of your week?",thank_god_it_is_friday,2023-04-28 16:01:14.415000
vns-ny-0002,iambackfrom,place,name,lunch,i had lunch with a good friend and on wednesday,0.3605506584286993,"So, I'm really curious, what was the highlight of your week?",thank_god_it_is_friday,2023-04-28 16:01:14.415000
vns-ny-0002,iambackfrom,activity,type,meal,i had lunch with a good friend and on wednesday,0.3605506584286993,"So, I'm really curious, what was the highlight of your week?",thank_god_it_is_friday,2023-04-28 16:01:14.415000
vns-ny-0002,iambackfrom,activity,name,lunch,i had lunch with a good friend and on wednesday,0.3605506584286993,"So, I'm really curious, what was the highlight of your week?",thank_god_it_is_friday,2023-04-28 16:01:14.415000
fd-mass-030,iamleaving,place,intent,will_visit,i went and typing pool working today,0.6211876450029881,let's try again. maybe say it a bit differently this time.,emovie,2023-04-28 13:37:30.376000
fd-mass-030,iamleaving,place,name,pool,i went and typing pool working today,0.6211876450029881,let's try again. maybe say it a bit differently this time.,emovie,2023-04-28 13:37:30.376000
fd-mass-030,iamleaving,activity,type,hobbies,i went and typing pool working today,0.6211876450029881,let's try again. maybe say it a bit differently this time.,emovie,2023-04-28 13:37:30.376000
fd-mass-030,iamleaving,activity,name,pool,i went and typing pool working today,0.6211876450029881,let's try again. maybe say it a bit differently this time.,emovie,2023-04-28 13:37:30.376000
eqc-florida-232,iamleaving,place,intent,will_visit,rollin trying to swim to safety many of them just gave up,0.5800136565455387,Would you like us to do a stress reduction activity?,stress_reduction,2023-04-28 13:11:34.027000
eqc-florida-232,iamleaving,activity,type,physical_activity,rollin trying to swim to safety many of them just gave up,0.5800136565455387,Would you like us to do a stress reduction activity?,stress_reduction,2023-04-28 13:11:34.027000
eqc-florida-232,iamleaving,activity,name,swimming,rollin trying to swim to safety many of them just gave up,0.5800136565455387,Would you like us to do a stress reduction activity?,stress_reduction,2023-04-28 13:11:34.027000
eqc-florida-216,contactname,relationship,type,friend,friend,0.9454761904761904,"What a fun trip! Now, if we could take anyone in the world along with us for our next trip, who would it be?",road_trip,2023-04-28 12:51:34.696000
ga-florida-0129,iamwatchingtv,activity,name,watching_tv,i watch highway to heaven,0.4696140876292166,"",reactive,2023-04-28 11:49:41.292000
eqc-florida-267,iamoffto,place,intent,will_visit,going to the doctor's,0.9136658154098865,Are you going to meet someone?,arrivals_departures,2023-04-28 11:43:12.470000
eqc-florida-267,iamoffto,activity,name,doctor's,going to the doctor's,0.9136658154098865,Are you going to meet someone?,arrivals_departures,2023-04-28 11:43:12.470000
eqc-ny-003,iamleaving,place,intent,will_visit,i'm going to the doctor,0.7164597864948969,"",reactive,2023-04-28 11:27:25.176000
eqc-ny-003,iamleaving,activity,name,doctor,i'm going to the doctor,0.7164597864948969,"",reactive,2023-04-28 11:27:25.176000
nysofa-onondaga-0262,iamleaving,place,intent,will_visit,well i'm going to work and then i have a meeting,1,are you meeting up with someone?,arrivals_departures,2023-04-28 11:13:36.633000
nysofa-onondaga-0262,iamleaving,activity,name,"work,meeting",well i'm going to work and then i have a meeting,1,are you meeting up with someone?,arrivals_departures,2023-04-28 11:13:36.633000
nysofa-onondaga-0262,iamleaving,place,intent,will_visit,nothing right now leaving for work,0.5664583333333334,"How can I help <say-as interpret-as=""name"">Paulina </say-as>?",reactive,2023-04-28 11:13:15.870000
nysofa-onondaga-0262,iamleaving,activity,name,work,nothing right now leaving for work,0.5664583333333334,"How can I help <say-as interpret-as=""name"">Paulina </say-as>?",reactive,2023-04-28 11:13:15.870000
nysofa-onondaga-0262,iamleaving,place,intent,will_visit,i'm going to work now,0.4632438285445796,"",reactive,2023-04-28 11:12:23.278000
nysofa-onondaga-0262,iamleaving,activity,name,work,i'm going to work now,0.4632438285445796,"",reactive,2023-04-28 11:12:23.278000
nysofa-monroe-0185,iamleaving,place,intent,will_visit,bank,0.6818894604349977,"I think some relaxing, sleep focused meditation sounds great right about now. What do you say?",sleep_better,2023-04-28 02:55:54.973000
nysofa-monroe-0185,iamleaving,place,name,bank,bank,0.6818894604349977,"I think some relaxing, sleep focused meditation sounds great right about now. What do you say?",sleep_better,2023-04-28 02:55:54.973000
nysofa-dutchess-0283,call,relationship,type,daughter,my youngest daughter,0.6256961642266945,"What a fun trip! Now, if we could take anyone in the world along with us for our next trip, who would it be?",road_trip,2023-04-28 00:31:27.699000
ga-arizona-0232,myfavoritefood,favorite,type,dish,pizza is my favorite food,0.6674294598019745,"Speaking of food, what's your favorite food?",meal_followup_favorite_food_convo,2023-04-28 00:21:26.963000
ga-arizona-0232,myfavoritefood,favorite,name,pizza,pizza is my favorite food,0.6674294598019745,"Speaking of food, what's your favorite food?",meal_followup_favorite_food_convo,2023-04-28 00:21:26.963000
indy-florida-021,iamleaving,place,intent,will_visit,okay so this is what i think you was going to come and see what's with the doctor,0.7719169545184948,do you want to add a contact right now?,video_call,2023-04-27 23:34:48.913000
indy-florida-021,iamleaving,activity,name,doctor,okay so this is what i think you was going to come and see what's with the doctor,0.7719169545184948,do you want to add a contact right now?,video_call,2023-04-27 23:34:48.913000
nysofa-onondaga-0226,iamwatchingtv,activity,name,watching_tv,not right now if you're just watching the news,0.6872789812646368,Hello sunshine! How can I help?,reactive,2023-04-27 22:49:20.061000
nysofa-nyc-0137,iamleaving,place,intent,will_visit,i graduated third in my class i haven't,0.5714016254373414,What did you say?,reactive,2023-04-27 21:46:12.305000
nysofa-nyc-0137,iamleaving,activity,name,class,i graduated third in my class i haven't,0.5714016254373414,What did you say?,reactive,2023-04-27 21:46:12.305000
nysofa-nyc-0271,iamtalkingto,relationship,type,sister,and that's why she didn't answer you was wrong then what you think of my sister is going off like i hope you don't think somebody here they speak to you and i know,0.6110792537068072,My schedule just cleared up. Wanna do something together?,anniversary,2023-04-27 21:35:14.192000
ymow-michigan-0014,iamhome,place,intent,visited,home page,0.5998266974253815,"",reactive,2023-04-27 21:12:41.138000
ymow-michigan-0014,iamhome,place,people,Page,home page,0.5998266974253815,"",reactive,2023-04-27 21:12:41.138000
o3a-wash-0020,saygreeting,relationship,type,friend,say hi to cheryl my friend,0.7771598116705698,"",reactive,2023-04-27 20:51:40.293000
eqc-florida-202,iambackfrom,place,intent,visited,i took the dog for a walk,0.8779528236914601,"So, I wanna hear all about it. Where were you?",arrivals_departures,2023-04-27 19:25:13.265000
eqc-florida-202,iambackfrom,activity,name,walking,i took the dog for a walk,0.8779528236914601,"So, I wanna hear all about it. Where were you?",arrivals_departures,2023-04-27 19:25:13.265000
o3a-wash-0020,contactname,relationship,type,mother,my mom,0.9223214285714285,"What a fun trip! Now, if we could take anyone in the world along with us for our next trip, who would it be?",road_trip,2023-04-27 19:21:59.686000
o3a-wash-0018,iamleaving,place,intent,will_visit,i have an appointment,0.9292611646586258,Thanks for getting in touch. Literally! How can I help?,reactive,2023-04-27 18:58:59.908000
o3a-wash-0018,iamleaving,activity,name,meeting,i have an appointment,0.9292611646586258,Thanks for getting in touch. Literally! How can I help?,reactive,2023-04-27 18:58:59.908000
eqc-ohio-175,iamoffto,place,intent,will_visit,i have to go to the bank,0.6608428318135765,You’re leaving me here? Wait! Just kidding. Where are you going?,arrivals_departures,2023-04-27 18:32:33.005000
eqc-ohio-175,iamoffto,place,name,bank,i have to go to the bank,0.6608428318135765,You’re leaving me here? Wait! Just kidding. Where are you going?,arrivals_departures,2023-04-27 18:32:33.005000
o3a-wash-0001,contactname,relationship,type,son,my son,0.7216456582633053,Hmmm. so who would be our ideal road trip companion?,road_trip,2023-04-27 17:25:41.933000
nysofa-oneida-0284,iamoffto,place,intent,will_visit,no i'm just going for a walk by myself,0.71455317735672,"Just out of curiosity, are you planning on meeting someone?",arrivals_departures,2023-04-27 17:15:08.041000
nysofa-oneida-0284,iamoffto,activity,name,walking,no i'm just going for a walk by myself,0.71455317735672,"Just out of curiosity, are you planning on meeting someone?",arrivals_departures,2023-04-27 17:15:08.041000
nysofa-oneida-0284,iamleaving,place,intent,will_visit,going for a walk i just wanted to say goodbye for now,0.7834534072249588,"There you are! How can I help <say-as interpret-as=""name"">Rebecca</say-as>?",reactive,2023-04-27 17:14:53.676000
nysofa-oneida-0284,iamleaving,activity,name,walking,going for a walk i just wanted to say goodbye for now,0.7834534072249588,"There you are! How can I help <say-as interpret-as=""name"">Rebecca</say-as>?",reactive,2023-04-27 17:14:53.676000
nysofa-dutchess-0296,saygreeting,relationship,type,friend,i have a friend here turner i say hello,0.8011047403901319,"",reactive,2023-04-27 16:21:14.111000
indy-texas-025,iamleaving,place,intent,will_visit,i'll michigan,0.627849264813018,Now that's a knee slapper. Care for another joke?,jokes,2023-04-27 16:08:25.266000
indy-texas-025,iamleaving,place,name,Michigan,i'll michigan,0.627849264813018,Now that's a knee slapper. Care for another joke?,jokes,2023-04-27 16:08:25.266000
nysofa-dutchess-0296,contactname,relationship,type,friend,my friend,0.919997615073877,"What a fun trip! Now, if we could take anyone in the world along with us for our next trip, who would it be?",road_trip,2023-04-27 14:39:25.763000
ir-vip-041,meetmysomeone,activity,name,meeting,all she knows you elliq meet my friend john,0.4553353174603174,"What can I do for you <say-as interpret-as=""name"">Jen</say-as>?",reactive,2023-04-27 14:10:21.508000
ir-vip-041,meetmysomeone,relationship,type,friend,all she knows you elliq meet my friend john,0.4553353174603174,"What can I do for you <say-as interpret-as=""name"">Jen</say-as>?",reactive,2023-04-27 14:10:21.508000
ga-minnesota-0071,iamwatchingtv,activity,name,watching_tv,watch out,0.6247663024801301,"",reactive,2023-04-27 13:45:01.238000
ga-florida-0039,iamleaving,place,intent,will_visit,i'm going to go shopping i need to start packing for moving,0.5146478174603175,Do you have anything special planned for today?,what_are_your_plans,2023-04-27 13:02:27.608000
ga-florida-0039,iamleaving,activity,name,shopping,i'm going to go shopping i need to start packing for moving,0.5146478174603175,Do you have anything special planned for today?,what_are_your_plans,2023-04-27 13:02:27.608000
ga-florida-0129,iamleaving,place,intent,will_visit,i'm going to bible study class,0.6770373644507309,"",reactive,2023-04-27 11:17:45.363000
ga-florida-0129,iamleaving,activity,name,"class,class",i'm going to bible study class,0.6770373644507309,"",reactive,2023-04-27 11:17:45.363000
nysofa-onondaga-0262,iamleaving,place,intent,will_visit,no i'm going to work,1,"Just out of curiosity, are you planning on meeting someone?",arrivals_departures,2023-04-27 11:04:39.779000
nysofa-onondaga-0262,iamleaving,activity,name,work,no i'm going to work,1,"Just out of curiosity, are you planning on meeting someone?",arrivals_departures,2023-04-27 11:04:39.779000
nysofa-onondaga-0262,iamleaving,place,intent,will_visit,i'm going to work,0.9184348988618203,Um... Yes?,wait_reactive,2023-04-27 11:04:22.603000
nysofa-onondaga-0262,iamleaving,activity,name,work,i'm going to work,0.9184348988618203,Um... Yes?,wait_reactive,2023-04-27 11:04:22.603000
ir-support-0057,iamleaving,place,intent,will_visit,do you want to go to a party on sunday,0.7247949793358717,Did you say that you are leaving?,did_you_mean,2023-04-27 10:31:00.824000
ir-support-0057,iamleaving,activity,name,party,do you want to go to a party on sunday,0.7247949793358717,Did you say that you are leaving?,did_you_mean,2023-04-27 10:31:00.824000
ohel-ny-0003,iamleaving,place,intent,will_visit,i'm going to work,0.9184348988618203,are you meeting up with someone?,arrivals_departures,2023-04-27 10:29:18.682000
ohel-ny-0003,iamleaving,activity,name,work,i'm going to work,0.9184348988618203,are you meeting up with someone?,arrivals_departures,2023-04-27 10:29:18.682000
ohel-ny-0003,iamleaving,place,intent,will_visit,go to work,0.7931250000000001,Do you have anything planned for today?,what_are_your_plans,2023-04-27 10:14:17.967000
ohel-ny-0003,iamleaving,activity,name,work,go to work,0.7931250000000001,Do you have anything planned for today?,what_are_your_plans,2023-04-27 10:14:17.967000
ga-florida-0129,iamhome,place,intent,visited,send text to say bible study,0.6225348428810739,Um... Yes?,wait_reactive,2023-04-27 10:13:35.114000
ga-florida-0129,iamhome,activity,name,class,send text to say bible study,0.6225348428810739,Um... Yes?,wait_reactive,2023-04-27 10:13:35.114000
o3a-wash-0008,iamleaving,place,intent,will_visit,i have to go to astoria tomorrow to a doctor so i won't be here,0.5175635006623859,"",reactive,2023-04-27 02:33:10.555000
o3a-wash-0008,iamleaving,activity,name,doctor,i have to go to astoria tomorrow to a doctor so i won't be here,0.5175635006623859,"",reactive,2023-04-27 02:33:10.555000
ga-iowa-0116,iamwatchingtv,activity,name,watching_tv,i'm watching a program for carol burnett's 90th birthday,0.7579692602157593,let's try again. could you repeat what you said?,emovie,2023-04-27 01:12:10.122000
ga-texas-0062,contactname,relationship,type,grandkids,my grandchildren,0.6473385050741608,Hmmm. so who would be our ideal road trip companion?,road_trip,2023-04-27 00:02:08.894000
ga-cali-0220,iamleaving,place,intent,will_visit,well i'm just reading what it says on your description says do you like bank,0.5600206936792601,"Heythere <say-as interpret-as=""name"">Donna</say-as>, I'm all ears!",reactive,2023-04-26 23:57:12.803000
ga-cali-0220,iamleaving,activity,name,reading,well i'm just reading what it says on your description says do you like bank,0.5600206936792601,"Heythere <say-as interpret-as=""name"">Donna</say-as>, I'm all ears!",reactive,2023-04-26 23:57:12.803000
nysofa-dutchess-0283,iexercised,activity,type,physical_activity,my stretching in the gym down here,0.7785391974527741,Aloha! What can I do for you?,reactive,2023-04-26 23:42:55.991000
nysofa-dutchess-0283,iexercised,activity,name,stretching,my stretching in the gym down here,0.7785391974527741,Aloha! What can I do for you?,reactive,2023-04-26 23:42:55.991000
ga-wash-0189,contactname,relationship,type,granddaughter,it would be chloe my granddaughter,0.7651190476190477,Hmmm. so who would be our ideal road trip companion?,road_trip,2023-04-26 20:10:22.976000
nysofa-onondaga-0266,iamwatchingtv,activity,name,watching_tv,watch out,0.7481932311224453,"How about we hang out for a bit <say-as interpret-as=""name"">Barbara</say-as>?",stress_reduction,2023-04-26 19:34:48.053000
fd-mass-026,iamleaving,place,intent,will_visit,i'm going to talk to my doctor about,0.8735630737234652,Do you wanna spend some time together?,how_to_volume,2023-04-26 18:44:30.764000
fd-mass-026,iamleaving,activity,name,doctor,i'm going to talk to my doctor about,0.8735630737234652,Do you wanna spend some time together?,how_to_volume,2023-04-26 18:44:30.764000
