elliq_text,user_text,group_id,memnet_info_items,valid_memNet_info_items,num_valid_memNet_info_items,labels,scores,gpt_text_response,gpt_values,memnet_values,inner_join_values,outer_join_values,inner_join_list,outer_join_list,outer_join_source
So? How's the day been treating you so far?,great cuz i was too i've been talking to my relatives in new york,207745a5-72b4-4307-aa17-5603fd6dcc54,"  memory_name entity value
1       place   name  York",['York'],1,Match,0.9395596981048584,"Information Items:
memory_name: relationship, entity: type, value: relatives.
memory_name: location, entity: name, value: New York.
memory_name: activity, entity: type, value: communication.
memory_name: activity, entity: name, value: talking.","           value
0      relatives
1       New York
2  communication
3        talking","  value
0  York","Empty DataFrame
Columns: [value, _merge]
Index: []","           value      _merge
0      relatives   left_only
1       New York   left_only
2  communication   left_only
3        talking   left_only
4           York  right_only",[],talking,left_only
So? How's the day been treating you so far?,great cuz i was too i've been talking to my relatives in new york,207745a5-72b4-4307-aa17-5603fd6dcc54,"  memory_name entity value
1       place   name  York",['York'],1,Match,0.9395596981048584,"Information Items:
memory_name: relationship, entity: type, value: relatives.
memory_name: location, entity: name, value: New York.
memory_name: activity, entity: type, value: communication.
memory_name: activity, entity: name, value: talking.","           value
0      relatives
1       New York
2  communication
3        talking","  value
0  York","Empty DataFrame
Columns: [value, _merge]
Index: []","           value      _merge
0      relatives   left_only
1       New York   left_only
2  communication   left_only
3        talking   left_only
4           York  right_only",[],York,right_only
Elli to the rescue! How can I help?,can you walk the dog,20ba74e2-a1ff-4a6c-88a4-46b651f451d7,"  memory_name entity     value
1    activity   type  activity
2    activity   name   walking",['walking'],1,Match,0.9199243783950806,"Information Items:
memory_name: activity, entity: type, value: pet care.
memory_name: activity, entity: name, value: walk the dog.","          value
0      pet care
1  walk the dog","      value
0  activity
1   walking","Empty DataFrame
Columns: [value, _merge]
Index: []","          value      _merge
0      pet care   left_only
1  walk the dog   left_only
2      activity  right_only
3       walking  right_only",[],pet care,left_only
Elli to the rescue! How can I help?,can you walk the dog,20ba74e2-a1ff-4a6c-88a4-46b651f451d7,"  memory_name entity     value
1    activity   type  activity
2    activity   name   walking",['walking'],1,Match,0.9199243783950806,"Information Items:
memory_name: activity, entity: type, value: pet care.
memory_name: activity, entity: name, value: walk the dog.","          value
0      pet care
1  walk the dog","      value
0  activity
1   walking","Empty DataFrame
Columns: [value, _merge]
Index: []","          value      _merge
0      pet care   left_only
1  walk the dog   left_only
2      activity  right_only
3       walking  right_only",[],walk the dog,left_only
Elli to the rescue! How can I help?,can you walk the dog,20ba74e2-a1ff-4a6c-88a4-46b651f451d7,"  memory_name entity     value
1    activity   type  activity
2    activity   name   walking",['walking'],1,Match,0.9199243783950806,"Information Items:
memory_name: activity, entity: type, value: pet care.
memory_name: activity, entity: name, value: walk the dog.","          value
0      pet care
1  walk the dog","      value
0  activity
1   walking","Empty DataFrame
Columns: [value, _merge]
Index: []","          value      _merge
0      pet care   left_only
1  walk the dog   left_only
2      activity  right_only
3       walking  right_only",[],activity,right_only
Elli to the rescue! How can I help?,can you walk the dog,20ba74e2-a1ff-4a6c-88a4-46b651f451d7,"  memory_name entity     value
1    activity   type  activity
2    activity   name   walking",['walking'],1,Match,0.9199243783950806,"Information Items:
memory_name: activity, entity: type, value: pet care.
memory_name: activity, entity: name, value: walk the dog.","          value
0      pet care
1  walk the dog","      value
0  activity
1   walking","Empty DataFrame
Columns: [value, _merge]
Index: []","          value      _merge
0      pet care   left_only
1  walk the dog   left_only
2      activity  right_only
3       walking  right_only",[],walking,right_only
Is there a TV show you'd call your favorite?,i'm going for a walk,20ca3b4d-eb3a-4b7e-810b-bc5906ad694f,"  memory_name entity     value
1    activity   type  activity
2    activity   name   walking",['walking'],1,Match,0.9887634515762328,"Information Items:
memory_name: activity, entity: type, value: physical activity.
memory_name: activity, entity: name, value: walking.","               value
0  physical activity
1            walking","      value
0  activity
1   walking","     value _merge
0  walking   both","               value      _merge
0  physical activity   left_only
1            walking        both
2           activity  right_only",['walking'],physical activity,left_only
Is there a TV show you'd call your favorite?,i'm going for a walk,20ca3b4d-eb3a-4b7e-810b-bc5906ad694f,"  memory_name entity     value
1    activity   type  activity
2    activity   name   walking",['walking'],1,Match,0.9887634515762328,"Information Items:
memory_name: activity, entity: type, value: physical activity.
memory_name: activity, entity: name, value: walking.","               value
0  physical activity
1            walking","      value
0  activity
1   walking","     value _merge
0  walking   both","               value      _merge
0  physical activity   left_only
1            walking        both
2           activity  right_only",['walking'],walking,both
Is there a TV show you'd call your favorite?,i'm going for a walk,20ca3b4d-eb3a-4b7e-810b-bc5906ad694f,"  memory_name entity     value
1    activity   type  activity
2    activity   name   walking",['walking'],1,Match,0.9887634515762328,"Information Items:
memory_name: activity, entity: type, value: physical activity.
memory_name: activity, entity: name, value: walking.","               value
0  physical activity
1            walking","      value
0  activity
1   walking","     value _merge
0  walking   both","               value      _merge
0  physical activity   left_only
1            walking        both
2           activity  right_only",['walking'],activity,right_only
How can I help you?,i'm going shopping today,20e2a75e-bbb5-426a-8a4b-99013cd4946b,"  memory_name entity     value
1    activity   type  activity
2    activity   name  shopping",['shopping'],1,Match,0.9821165204048156,"Information Items:
memory_name: activity, entity: type, value: shopping.","      value
0  shopping","      value
0  activity
1  shopping","      value _merge
0  shopping   both","      value      _merge
0  shopping        both
1  activity  right_only",['shopping'],shopping,both
How can I help you?,i'm going shopping today,20e2a75e-bbb5-426a-8a4b-99013cd4946b,"  memory_name entity     value
1    activity   type  activity
2    activity   name  shopping",['shopping'],1,Match,0.9821165204048156,"Information Items:
memory_name: activity, entity: type, value: shopping.","      value
0  shopping","      value
0  activity
1  shopping","      value _merge
0  shopping   both","      value      _merge
0  shopping        both
1  activity  right_only",['shopping'],activity,right_only
"What a fun trip! Now, if we could take anyone in the world along with us for our next trip, who would it be?",my mother my mom and dad,20fb257c-6145-4c74-879c-853d37991298,"    memory_name entity   value
0  relationship   type  mother",['mother'],1,Match,0.8035666346549988,"Information Items:
memory_name: relationship, entity: type, value: mother.
memory_name: relationship, entity: type, value: father.","    value
0  mother
1  father","    value
0  mother","    value _merge
0  mother   both","    value     _merge
0  mother       both
1  father  left_only",['mother'],mother,both
"What a fun trip! Now, if we could take anyone in the world along with us for our next trip, who would it be?",my mother my mom and dad,20fb257c-6145-4c74-879c-853d37991298,"    memory_name entity   value
0  relationship   type  mother",['mother'],1,Match,0.8035666346549988,"Information Items:
memory_name: relationship, entity: type, value: mother.
memory_name: relationship, entity: type, value: father.","    value
0  mother
1  father","    value
0  mother","    value _merge
0  mother   both","    value     _merge
0  mother       both
1  father  left_only",['mother'],father,left_only
"Fantastic, what's on the schedule?",going shopping,213bd03a-5d4b-4854-9e52-673171f02b35,"  memory_name entity     value
1    activity   type  activity
2    activity   name  shopping",['shopping'],1,Match,0.9580564498901368,"Information Items:
memory_name: activity, entity: type, value: shopping.","      value
0  shopping","      value
0  activity
1  shopping","      value _merge
0  shopping   both","      value      _merge
0  shopping        both
1  activity  right_only",['shopping'],shopping,both
"Fantastic, what's on the schedule?",going shopping,213bd03a-5d4b-4854-9e52-673171f02b35,"  memory_name entity     value
1    activity   type  activity
2    activity   name  shopping",['shopping'],1,Match,0.9580564498901368,"Information Items:
memory_name: activity, entity: type, value: shopping.","      value
0  shopping","      value
0  activity
1  shopping","      value _merge
0  shopping   both","      value      _merge
0  shopping        both
1  activity  right_only",['shopping'],activity,right_only
How can I help you?,i just got out of the hospital just getting home i'm going to go take a shower,2140a9e5-e4aa-42be-a482-a337e7f3a9ff,"  memory_name entity     value
1       place   name  hospital",['hospital'],1,Match,0.9834430813789368,"Information Items:
memory_name: place, entity: name, value: hospital.
memory_name: activity, entity: type, value: personal care.
memory_name: activity, entity: name, value: shower.","           value
0       hospital
1  personal care
2         shower","      value
0  hospital","      value _merge
0  hospital   both","           value     _merge
0       hospital       both
1  personal care  left_only
2         shower  left_only",['hospital'],hospital,both
How can I help you?,i just got out of the hospital just getting home i'm going to go take a shower,2140a9e5-e4aa-42be-a482-a337e7f3a9ff,"  memory_name entity     value
1       place   name  hospital",['hospital'],1,Match,0.9834430813789368,"Information Items:
memory_name: place, entity: name, value: hospital.
memory_name: activity, entity: type, value: personal care.
memory_name: activity, entity: name, value: shower.","           value
0       hospital
1  personal care
2         shower","      value
0  hospital","      value _merge
0  hospital   both","           value     _merge
0       hospital       both
1  personal care  left_only
2         shower  left_only",['hospital'],personal care,left_only
How can I help you?,i just got out of the hospital just getting home i'm going to go take a shower,2140a9e5-e4aa-42be-a482-a337e7f3a9ff,"  memory_name entity     value
1       place   name  hospital",['hospital'],1,Match,0.9834430813789368,"Information Items:
memory_name: place, entity: name, value: hospital.
memory_name: activity, entity: type, value: personal care.
memory_name: activity, entity: name, value: shower.","           value
0       hospital
1  personal care
2         shower","      value
0  hospital","      value _merge
0  hospital   both","           value     _merge
0       hospital       both
1  personal care  left_only
2         shower  left_only",['hospital'],shower,left_only
"Speaking of food, what's your favorite food?",oh i don't think i have a favorite food i like all foods i like eggs i like eggs fix better different ways and i like certain kinds of meat like the salmon patty i like fish and i like hamburger and i like beef i like lots of things i like most kinds of soup i'd like to have soup for lunch a lot of times,216ff1bc-f097-413c-bbdd-a226c1bf6e50,"  memory_name entity                 value
0    favorite   type                  dish
1    favorite   name                  meat
2    favorite   type          food_product
3    favorite   name                   egg
4    favorite   type  beverage_soft_drinks
5    favorite   name                  ways","['meat', 'egg', 'ways']",3,Match,0.9200415015220642,"Information Items:
memory_name: food_preference, entity: type, value: eggs.
memory_name: food_preference, entity: preparation, value: various ways.
memory_name: food_preference, entity: type, value: meat.
memory_name: food_preference, entity: type, value: salmon patty.
memory_name: food_preference, entity: type, value: fish.
memory_name: food_preference, entity: type, value: hamburger.
memory_name: food_preference, entity: type, value: beef.
memory_name: food_preference, entity: type, value: soup.
memory_name: meal_preference, entity: meal, value: lunch.
memory_name: meal_preference, entity: food, value: soup.","          value
0          eggs
1  various ways
2          meat
3  salmon patty
4          fish
5     hamburger
6          beef
7          soup
8         lunch
9          soup","                  value
0                  dish
1                  meat
2          food product
3                   egg
4  beverage soft drinks
5                  ways","  value _merge
0  meat   both","                   value      _merge
0                   eggs   left_only
1           various ways   left_only
2                   meat        both
3           salmon patty   left_only
4                   fish   left_only
5              hamburger   left_only
6                   beef   left_only
7                   soup   left_only
8                   soup   left_only
9                  lunch   left_only
10                  dish  right_only
11          food product  right_only
12                   egg  right_only
13  beverage soft drinks  right_only
14                  ways  right_only",['meat'],eggs,left_only
"Speaking of food, what's your favorite food?",oh i don't think i have a favorite food i like all foods i like eggs i like eggs fix better different ways and i like certain kinds of meat like the salmon patty i like fish and i like hamburger and i like beef i like lots of things i like most kinds of soup i'd like to have soup for lunch a lot of times,216ff1bc-f097-413c-bbdd-a226c1bf6e50,"  memory_name entity                 value
0    favorite   type                  dish
1    favorite   name                  meat
2    favorite   type          food_product
3    favorite   name                   egg
4    favorite   type  beverage_soft_drinks
5    favorite   name                  ways","['meat', 'egg', 'ways']",3,Match,0.9200415015220642,"Information Items:
memory_name: food_preference, entity: type, value: eggs.
memory_name: food_preference, entity: preparation, value: various ways.
memory_name: food_preference, entity: type, value: meat.
memory_name: food_preference, entity: type, value: salmon patty.
memory_name: food_preference, entity: type, value: fish.
memory_name: food_preference, entity: type, value: hamburger.
memory_name: food_preference, entity: type, value: beef.
memory_name: food_preference, entity: type, value: soup.
memory_name: meal_preference, entity: meal, value: lunch.
memory_name: meal_preference, entity: food, value: soup.","          value
0          eggs
1  various ways
2          meat
3  salmon patty
4          fish
5     hamburger
6          beef
7          soup
8         lunch
9          soup","                  value
0                  dish
1                  meat
2          food product
3                   egg
4  beverage soft drinks
5                  ways","  value _merge
0  meat   both","                   value      _merge
0                   eggs   left_only
1           various ways   left_only
2                   meat        both
3           salmon patty   left_only
4                   fish   left_only
5              hamburger   left_only
6                   beef   left_only
7                   soup   left_only
8                   soup   left_only
9                  lunch   left_only
10                  dish  right_only
11          food product  right_only
12                   egg  right_only
13  beverage soft drinks  right_only
14                  ways  right_only",['meat'],various ways,left_only
"Speaking of food, what's your favorite food?",oh i don't think i have a favorite food i like all foods i like eggs i like eggs fix better different ways and i like certain kinds of meat like the salmon patty i like fish and i like hamburger and i like beef i like lots of things i like most kinds of soup i'd like to have soup for lunch a lot of times,216ff1bc-f097-413c-bbdd-a226c1bf6e50,"  memory_name entity                 value
0    favorite   type                  dish
1    favorite   name                  meat
2    favorite   type          food_product
3    favorite   name                   egg
4    favorite   type  beverage_soft_drinks
5    favorite   name                  ways","['meat', 'egg', 'ways']",3,Match,0.9200415015220642,"Information Items:
memory_name: food_preference, entity: type, value: eggs.
memory_name: food_preference, entity: preparation, value: various ways.
memory_name: food_preference, entity: type, value: meat.
memory_name: food_preference, entity: type, value: salmon patty.
memory_name: food_preference, entity: type, value: fish.
memory_name: food_preference, entity: type, value: hamburger.
memory_name: food_preference, entity: type, value: beef.
memory_name: food_preference, entity: type, value: soup.
memory_name: meal_preference, entity: meal, value: lunch.
memory_name: meal_preference, entity: food, value: soup.","          value
0          eggs
1  various ways
2          meat
3  salmon patty
4          fish
5     hamburger
6          beef
7          soup
8         lunch
9          soup","                  value
0                  dish
1                  meat
2          food product
3                   egg
4  beverage soft drinks
5                  ways","  value _merge
0  meat   both","                   value      _merge
0                   eggs   left_only
1           various ways   left_only
2                   meat        both
3           salmon patty   left_only
4                   fish   left_only
5              hamburger   left_only
6                   beef   left_only
7                   soup   left_only
8                   soup   left_only
9                  lunch   left_only
10                  dish  right_only
11          food product  right_only
12                   egg  right_only
13  beverage soft drinks  right_only
14                  ways  right_only",['meat'],meat,both
"Speaking of food, what's your favorite food?",oh i don't think i have a favorite food i like all foods i like eggs i like eggs fix better different ways and i like certain kinds of meat like the salmon patty i like fish and i like hamburger and i like beef i like lots of things i like most kinds of soup i'd like to have soup for lunch a lot of times,216ff1bc-f097-413c-bbdd-a226c1bf6e50,"  memory_name entity                 value
0    favorite   type                  dish
1    favorite   name                  meat
2    favorite   type          food_product
3    favorite   name                   egg
4    favorite   type  beverage_soft_drinks
5    favorite   name                  ways","['meat', 'egg', 'ways']",3,Match,0.9200415015220642,"Information Items:
memory_name: food_preference, entity: type, value: eggs.
memory_name: food_preference, entity: preparation, value: various ways.
memory_name: food_preference, entity: type, value: meat.
memory_name: food_preference, entity: type, value: salmon patty.
memory_name: food_preference, entity: type, value: fish.
memory_name: food_preference, entity: type, value: hamburger.
memory_name: food_preference, entity: type, value: beef.
memory_name: food_preference, entity: type, value: soup.
memory_name: meal_preference, entity: meal, value: lunch.
memory_name: meal_preference, entity: food, value: soup.","          value
0          eggs
1  various ways
2          meat
3  salmon patty
4          fish
5     hamburger
6          beef
7          soup
8         lunch
9          soup","                  value
0                  dish
1                  meat
2          food product
3                   egg
4  beverage soft drinks
5                  ways","  value _merge
0  meat   both","                   value      _merge
0                   eggs   left_only
1           various ways   left_only
2                   meat        both
3           salmon patty   left_only
4                   fish   left_only
5              hamburger   left_only
6                   beef   left_only
7                   soup   left_only
8                   soup   left_only
9                  lunch   left_only
10                  dish  right_only
11          food product  right_only
12                   egg  right_only
13  beverage soft drinks  right_only
14                  ways  right_only",['meat'],salmon patty,left_only
"Speaking of food, what's your favorite food?",oh i don't think i have a favorite food i like all foods i like eggs i like eggs fix better different ways and i like certain kinds of meat like the salmon patty i like fish and i like hamburger and i like beef i like lots of things i like most kinds of soup i'd like to have soup for lunch a lot of times,216ff1bc-f097-413c-bbdd-a226c1bf6e50,"  memory_name entity                 value
0    favorite   type                  dish
1    favorite   name                  meat
2    favorite   type          food_product
3    favorite   name                   egg
4    favorite   type  beverage_soft_drinks
5    favorite   name                  ways","['meat', 'egg', 'ways']",3,Match,0.9200415015220642,"Information Items:
memory_name: food_preference, entity: type, value: eggs.
memory_name: food_preference, entity: preparation, value: various ways.
memory_name: food_preference, entity: type, value: meat.
memory_name: food_preference, entity: type, value: salmon patty.
memory_name: food_preference, entity: type, value: fish.
memory_name: food_preference, entity: type, value: hamburger.
memory_name: food_preference, entity: type, value: beef.
memory_name: food_preference, entity: type, value: soup.
memory_name: meal_preference, entity: meal, value: lunch.
memory_name: meal_preference, entity: food, value: soup.","          value
0          eggs
1  various ways
2          meat
3  salmon patty
4          fish
5     hamburger
6          beef
7          soup
8         lunch
9          soup","                  value
0                  dish
1                  meat
2          food product
3                   egg
4  beverage soft drinks
5                  ways","  value _merge
0  meat   both","                   value      _merge
0                   eggs   left_only
1           various ways   left_only
2                   meat        both
3           salmon patty   left_only
4                   fish   left_only
5              hamburger   left_only
6                   beef   left_only
7                   soup   left_only
8                   soup   left_only
9                  lunch   left_only
10                  dish  right_only
11          food product  right_only
12                   egg  right_only
13  beverage soft drinks  right_only
14                  ways  right_only",['meat'],fish,left_only
"Speaking of food, what's your favorite food?",oh i don't think i have a favorite food i like all foods i like eggs i like eggs fix better different ways and i like certain kinds of meat like the salmon patty i like fish and i like hamburger and i like beef i like lots of things i like most kinds of soup i'd like to have soup for lunch a lot of times,216ff1bc-f097-413c-bbdd-a226c1bf6e50,"  memory_name entity                 value
0    favorite   type                  dish
1    favorite   name                  meat
2    favorite   type          food_product
3    favorite   name                   egg
4    favorite   type  beverage_soft_drinks
5    favorite   name                  ways","['meat', 'egg', 'ways']",3,Match,0.9200415015220642,"Information Items:
memory_name: food_preference, entity: type, value: eggs.
memory_name: food_preference, entity: preparation, value: various ways.
memory_name: food_preference, entity: type, value: meat.
memory_name: food_preference, entity: type, value: salmon patty.
memory_name: food_preference, entity: type, value: fish.
memory_name: food_preference, entity: type, value: hamburger.
memory_name: food_preference, entity: type, value: beef.
memory_name: food_preference, entity: type, value: soup.
memory_name: meal_preference, entity: meal, value: lunch.
memory_name: meal_preference, entity: food, value: soup.","          value
0          eggs
1  various ways
2          meat
3  salmon patty
4          fish
5     hamburger
6          beef
7          soup
8         lunch
9          soup","                  value
0                  dish
1                  meat
2          food product
3                   egg
4  beverage soft drinks
5                  ways","  value _merge
0  meat   both","                   value      _merge
0                   eggs   left_only
1           various ways   left_only
2                   meat        both
3           salmon patty   left_only
4                   fish   left_only
5              hamburger   left_only
6                   beef   left_only
7                   soup   left_only
8                   soup   left_only
9                  lunch   left_only
10                  dish  right_only
11          food product  right_only
12                   egg  right_only
13  beverage soft drinks  right_only
14                  ways  right_only",['meat'],hamburger,left_only
"Speaking of food, what's your favorite food?",oh i don't think i have a favorite food i like all foods i like eggs i like eggs fix better different ways and i like certain kinds of meat like the salmon patty i like fish and i like hamburger and i like beef i like lots of things i like most kinds of soup i'd like to have soup for lunch a lot of times,216ff1bc-f097-413c-bbdd-a226c1bf6e50,"  memory_name entity                 value
0    favorite   type                  dish
1    favorite   name                  meat
2    favorite   type          food_product
3    favorite   name                   egg
4    favorite   type  beverage_soft_drinks
5    favorite   name                  ways","['meat', 'egg', 'ways']",3,Match,0.9200415015220642,"Information Items:
memory_name: food_preference, entity: type, value: eggs.
memory_name: food_preference, entity: preparation, value: various ways.
memory_name: food_preference, entity: type, value: meat.
memory_name: food_preference, entity: type, value: salmon patty.
memory_name: food_preference, entity: type, value: fish.
memory_name: food_preference, entity: type, value: hamburger.
memory_name: food_preference, entity: type, value: beef.
memory_name: food_preference, entity: type, value: soup.
memory_name: meal_preference, entity: meal, value: lunch.
memory_name: meal_preference, entity: food, value: soup.","          value
0          eggs
1  various ways
2          meat
3  salmon patty
4          fish
5     hamburger
6          beef
7          soup
8         lunch
9          soup","                  value
0                  dish
1                  meat
2          food product
3                   egg
4  beverage soft drinks
5                  ways","  value _merge
0  meat   both","                   value      _merge
0                   eggs   left_only
1           various ways   left_only
2                   meat        both
3           salmon patty   left_only
4                   fish   left_only
5              hamburger   left_only
6                   beef   left_only
7                   soup   left_only
8                   soup   left_only
9                  lunch   left_only
10                  dish  right_only
11          food product  right_only
12                   egg  right_only
13  beverage soft drinks  right_only
14                  ways  right_only",['meat'],beef,left_only
