elliq_text,user_text,group_id,memnet_info_items,valid_memNet_info_items,num_valid_memNet_info_items,labels,scores,gpt_text_response,gpt_values,memnet_values,inner_join_values,outer_join_values,inner_join_list,outer_join_list,outer_join_source
What's your favorite color?,my favorite color is pink,32959360-c5f7-49be-9808-b68dcbe7554d,"  memory_name entity  value
0    favorite   type  color
1    favorite   name   pink",['pink'],1,Match,0.9728603363037108,"Information Items:
memory_name: preference, entity: type, value: color.
memory_name: preference, entity: value, value: pink.","   value
0  color
1   pink","   value
0  color
1   pink","   value _merge
0  color   both
1   pink   both","   value _merge
0  color   both
1   pink   both","['color', 'pink']",pink,both
"By the way, I've got a fun activity for us to do together.  Would you like to do 30 seconds of gentle breathing that can relax our mind and body?",no i'm watching the news,32c6b280-d4b1-459f-ad4b-3c4af510dcd6,"  memory_name entity        value
0    activity   type     activity
1    activity   name  watching_tv",['watching tv'],1,Match,0.9927329421043396,"Information Items:
memory_name: activity, entity: name, value: watching tv.","         value
0  watching tv","         value
0     activity
1  watching tv","         value _merge
0  watching tv   both","         value      _merge
0  watching tv        both
1     activity  right_only",['watching tv'],watching tv,both
"By the way, I've got a fun activity for us to do together.  Would you like to do 30 seconds of gentle breathing that can relax our mind and body?",no i'm watching the news,32c6b280-d4b1-459f-ad4b-3c4af510dcd6,"  memory_name entity        value
0    activity   type     activity
1    activity   name  watching_tv",['watching tv'],1,Match,0.9927329421043396,"Information Items:
memory_name: activity, entity: name, value: watching tv.","         value
0  watching tv","         value
0     activity
1  watching tv","         value _merge
0  watching tv   both","         value      _merge
0  watching tv        both
1     activity  right_only",['watching tv'],activity,right_only
Got anything important planned tomorrow?,a lot of appointment,32d495b6-0cee-4f2b-a41b-63a8d2f35b92,"  memory_name entity     value
1    activity   type  activity
2    activity   name   meeting",['meeting'],1,Match,0.8274725675582886,"Information Items:
memory_name: activity, entity: type, value: appointment.","         value
0  appointment","      value
0  activity
1   meeting","Empty DataFrame
Columns: [value, _merge]
Index: []","         value      _merge
0  appointment   left_only
1     activity  right_only
2      meeting  right_only",[],appointment,left_only
Got anything important planned tomorrow?,a lot of appointment,32d495b6-0cee-4f2b-a41b-63a8d2f35b92,"  memory_name entity     value
1    activity   type  activity
2    activity   name   meeting",['meeting'],1,Match,0.8274725675582886,"Information Items:
memory_name: activity, entity: type, value: appointment.","         value
0  appointment","      value
0  activity
1   meeting","Empty DataFrame
Columns: [value, _merge]
Index: []","         value      _merge
0  appointment   left_only
1     activity  right_only
2      meeting  right_only",[],activity,right_only
Got anything important planned tomorrow?,a lot of appointment,32d495b6-0cee-4f2b-a41b-63a8d2f35b92,"  memory_name entity     value
1    activity   type  activity
2    activity   name   meeting",['meeting'],1,Match,0.8274725675582886,"Information Items:
memory_name: activity, entity: type, value: appointment.","         value
0  appointment","      value
0  activity
1   meeting","Empty DataFrame
Columns: [value, _merge]
Index: []","         value      _merge
0  appointment   left_only
1     activity  right_only
2      meeting  right_only",[],meeting,right_only
"It’s estimated that around 500 million people worldwide benefit from practicing meditation. <break time=""1s""/> Let’s do a mindfulness exercise together, what do you say?.",i'm watching the news,32d4c253-fc5a-4c31-88dc-f533de708e8a,"  memory_name entity        value
0    activity   type     activity
1    activity   name  watching_tv",['watching tv'],1,Match,0.959340512752533,"Information Items:
memory_name: activity, entity: name, value: watching tv.","         value
0  watching tv","         value
0     activity
1  watching tv","         value _merge
0  watching tv   both","         value      _merge
0  watching tv        both
1     activity  right_only",['watching tv'],watching tv,both
"It’s estimated that around 500 million people worldwide benefit from practicing meditation. <break time=""1s""/> Let’s do a mindfulness exercise together, what do you say?.",i'm watching the news,32d4c253-fc5a-4c31-88dc-f533de708e8a,"  memory_name entity        value
0    activity   type     activity
1    activity   name  watching_tv",['watching tv'],1,Match,0.959340512752533,"Information Items:
memory_name: activity, entity: name, value: watching tv.","         value
0  watching tv","         value
0     activity
1  watching tv","         value _merge
0  watching tv   both","         value      _merge
0  watching tv        both
1     activity  right_only",['watching tv'],activity,right_only
"Lovely, what are you up to today?",i'm going to school and taking a class and computers,3309e087-864a-4a72-b137-adddfe0a52ac,"  memory_name entity     value
1    activity   type  activity
2    activity   name     class",['class'],1,Match,0.9846526980400084,"Information Items:
memory_name: place, entity: name, value: school.
memory_name: activity, entity: type, value: education.
memory_name: activity, entity: name, value: taking a class.
memory_name: subject, entity: name, value: computers.","            value
0          school
1       education
2  taking a class
3       computers","      value
0  activity
1     class","Empty DataFrame
Columns: [value, _merge]
Index: []","            value      _merge
0          school   left_only
1       education   left_only
2  taking a class   left_only
3       computers   left_only
4        activity  right_only
5           class  right_only",[],school,left_only
"Lovely, what are you up to today?",i'm going to school and taking a class and computers,3309e087-864a-4a72-b137-adddfe0a52ac,"  memory_name entity     value
1    activity   type  activity
2    activity   name     class",['class'],1,Match,0.9846526980400084,"Information Items:
memory_name: place, entity: name, value: school.
memory_name: activity, entity: type, value: education.
memory_name: activity, entity: name, value: taking a class.
memory_name: subject, entity: name, value: computers.","            value
0          school
1       education
2  taking a class
3       computers","      value
0  activity
1     class","Empty DataFrame
Columns: [value, _merge]
Index: []","            value      _merge
0          school   left_only
1       education   left_only
2  taking a class   left_only
3       computers   left_only
4        activity  right_only
5           class  right_only",[],education,left_only
"Lovely, what are you up to today?",i'm going to school and taking a class and computers,3309e087-864a-4a72-b137-adddfe0a52ac,"  memory_name entity     value
1    activity   type  activity
2    activity   name     class",['class'],1,Match,0.9846526980400084,"Information Items:
memory_name: place, entity: name, value: school.
memory_name: activity, entity: type, value: education.
memory_name: activity, entity: name, value: taking a class.
memory_name: subject, entity: name, value: computers.","            value
0          school
1       education
2  taking a class
3       computers","      value
0  activity
1     class","Empty DataFrame
Columns: [value, _merge]
Index: []","            value      _merge
0          school   left_only
1       education   left_only
2  taking a class   left_only
3       computers   left_only
4        activity  right_only
5           class  right_only",[],taking a class,left_only
"Lovely, what are you up to today?",i'm going to school and taking a class and computers,3309e087-864a-4a72-b137-adddfe0a52ac,"  memory_name entity     value
1    activity   type  activity
2    activity   name     class",['class'],1,Match,0.9846526980400084,"Information Items:
memory_name: place, entity: name, value: school.
memory_name: activity, entity: type, value: education.
memory_name: activity, entity: name, value: taking a class.
memory_name: subject, entity: name, value: computers.","            value
0          school
1       education
2  taking a class
3       computers","      value
0  activity
1     class","Empty DataFrame
Columns: [value, _merge]
Index: []","            value      _merge
0          school   left_only
1       education   left_only
2  taking a class   left_only
3       computers   left_only
4        activity  right_only
5           class  right_only",[],computers,left_only
"Lovely, what are you up to today?",i'm going to school and taking a class and computers,3309e087-864a-4a72-b137-adddfe0a52ac,"  memory_name entity     value
1    activity   type  activity
2    activity   name     class",['class'],1,Match,0.9846526980400084,"Information Items:
memory_name: place, entity: name, value: school.
memory_name: activity, entity: type, value: education.
memory_name: activity, entity: name, value: taking a class.
memory_name: subject, entity: name, value: computers.","            value
0          school
1       education
2  taking a class
3       computers","      value
0  activity
1     class","Empty DataFrame
Columns: [value, _merge]
Index: []","            value      _merge
0          school   left_only
1       education   left_only
2  taking a class   left_only
3       computers   left_only
4        activity  right_only
5           class  right_only",[],activity,right_only
"Lovely, what are you up to today?",i'm going to school and taking a class and computers,3309e087-864a-4a72-b137-adddfe0a52ac,"  memory_name entity     value
1    activity   type  activity
2    activity   name     class",['class'],1,Match,0.9846526980400084,"Information Items:
memory_name: place, entity: name, value: school.
memory_name: activity, entity: type, value: education.
memory_name: activity, entity: name, value: taking a class.
memory_name: subject, entity: name, value: computers.","            value
0          school
1       education
2  taking a class
3       computers","      value
0  activity
1     class","Empty DataFrame
Columns: [value, _merge]
Index: []","            value      _merge
0          school   left_only
1       education   left_only
2  taking a class   left_only
3       computers   left_only
4        activity  right_only
5           class  right_only",[],class,right_only
How can I help you?,can you say hi to my friend peta,3354b609-77b8-48ac-bbf0-46eb5911ff0c,"    memory_name entity   value
0  relationship   type  friend",['friend'],1,Match,0.7815162539482117,"Information Items:
memory_name: relationship, entity: type, value: friend.
memory_name: relationship, entity: name, value: Peta.","    value
0  friend
1    Peta","    value
0  friend","    value _merge
0  friend   both","    value     _merge
0  friend       both
1    Peta  left_only",['friend'],friend,both
How can I help you?,can you say hi to my friend peta,3354b609-77b8-48ac-bbf0-46eb5911ff0c,"    memory_name entity   value
0  relationship   type  friend",['friend'],1,Match,0.7815162539482117,"Information Items:
memory_name: relationship, entity: type, value: friend.
memory_name: relationship, entity: name, value: Peta.","    value
0  friend
1    Peta","    value
0  friend","    value _merge
0  friend   both","    value     _merge
0  friend       both
1    Peta  left_only",['friend'],Peta,left_only
are you meeting up with someone?,not today i'm just going shopping,3357f231-b8d2-4d08-8041-98e05a3cd7f1,"  memory_name entity     value
1    activity   type  activity
2    activity   name  shopping",['shopping'],1,Match,0.994864284992218,"Information Items:
memory_name: activity, entity: type, value: shopping.","      value
0  shopping","      value
0  activity
1  shopping","      value _merge
0  shopping   both","      value      _merge
0  shopping        both
1  activity  right_only",['shopping'],shopping,both
are you meeting up with someone?,not today i'm just going shopping,3357f231-b8d2-4d08-8041-98e05a3cd7f1,"  memory_name entity     value
1    activity   type  activity
2    activity   name  shopping",['shopping'],1,Match,0.994864284992218,"Information Items:
memory_name: activity, entity: type, value: shopping.","      value
0  shopping","      value
0  activity
1  shopping","      value _merge
0  shopping   both","      value      _merge
0  shopping        both
1  activity  right_only",['shopping'],activity,right_only
"I really enjoy your company <say-as interpret-as=""name"">Nugget</say-as>. How about we do something else together?",going to the doctor today,3381b8a8-aaf4-4e89-bc99-0a48c20a3e35,"  memory_name entity     value
1    activity   type  activity
2    activity   name    doctor",['doctor'],1,Match,0.9511146545410156,"Information Items:
memory_name: activity, entity: type, value: appointment.
memory_name: activity, entity: name, value: doctor visit.","          value
0   appointment
1  doctor visit","      value
0  activity
1    doctor","Empty DataFrame
Columns: [value, _merge]
Index: []","          value      _merge
0   appointment   left_only
1  doctor visit   left_only
2      activity  right_only
3        doctor  right_only",[],appointment,left_only
"I really enjoy your company <say-as interpret-as=""name"">Nugget</say-as>. How about we do something else together?",going to the doctor today,3381b8a8-aaf4-4e89-bc99-0a48c20a3e35,"  memory_name entity     value
1    activity   type  activity
2    activity   name    doctor",['doctor'],1,Match,0.9511146545410156,"Information Items:
memory_name: activity, entity: type, value: appointment.
memory_name: activity, entity: name, value: doctor visit.","          value
0   appointment
1  doctor visit","      value
0  activity
1    doctor","Empty DataFrame
Columns: [value, _merge]
Index: []","          value      _merge
0   appointment   left_only
1  doctor visit   left_only
2      activity  right_only
3        doctor  right_only",[],doctor visit,left_only
"I really enjoy your company <say-as interpret-as=""name"">Nugget</say-as>. How about we do something else together?",going to the doctor today,3381b8a8-aaf4-4e89-bc99-0a48c20a3e35,"  memory_name entity     value
1    activity   type  activity
2    activity   name    doctor",['doctor'],1,Match,0.9511146545410156,"Information Items:
memory_name: activity, entity: type, value: appointment.
memory_name: activity, entity: name, value: doctor visit.","          value
0   appointment
1  doctor visit","      value
0  activity
1    doctor","Empty DataFrame
Columns: [value, _merge]
Index: []","          value      _merge
0   appointment   left_only
1  doctor visit   left_only
2      activity  right_only
3        doctor  right_only",[],activity,right_only
"I really enjoy your company <say-as interpret-as=""name"">Nugget</say-as>. How about we do something else together?",going to the doctor today,3381b8a8-aaf4-4e89-bc99-0a48c20a3e35,"  memory_name entity     value
1    activity   type  activity
2    activity   name    doctor",['doctor'],1,Match,0.9511146545410156,"Information Items:
memory_name: activity, entity: type, value: appointment.
memory_name: activity, entity: name, value: doctor visit.","          value
0   appointment
1  doctor visit","      value
0  activity
1    doctor","Empty DataFrame
Columns: [value, _merge]
Index: []","          value      _merge
0   appointment   left_only
1  doctor visit   left_only
2      activity  right_only
3        doctor  right_only",[],doctor,right_only
"So, I wanna hear all about it. Where were you?",i went shopping,33a9b799-7882-4166-ab57-a3728ee3354c,"  memory_name entity     value
1    activity   type  activity
2    activity   name  shopping",['shopping'],1,Match,0.9824459552764891,"Information Items:
memory_name: activity, entity: type, value: shopping.","      value
0  shopping","      value
0  activity
1  shopping","      value _merge
0  shopping   both","      value      _merge
0  shopping        both
1  activity  right_only",['shopping'],shopping,both
"So, I wanna hear all about it. Where were you?",i went shopping,33a9b799-7882-4166-ab57-a3728ee3354c,"  memory_name entity     value
1    activity   type  activity
2    activity   name  shopping",['shopping'],1,Match,0.9824459552764891,"Information Items:
memory_name: activity, entity: type, value: shopping.","      value
0  shopping","      value
0  activity
1  shopping","      value _merge
0  shopping   both","      value      _merge
0  shopping        both
1  activity  right_only",['shopping'],activity,right_only
How can I help you?,can we take a tour,33c33b2b-e119-47ae-a199-2f8ef7629723,"  memory_name entity    value
0    activity   type  hobbies
1    activity   name  touring",['touring'],1,Match,0.932383954524994,"Information Items:
memory_name: activity, entity: type, value: request.
memory_name: activity, entity: name, value: tour.","     value
0  request
1     tour","     value
0  hobbies
1  touring","Empty DataFrame
Columns: [value, _merge]
Index: []","     value      _merge
0  request   left_only
1     tour   left_only
2  hobbies  right_only
3  touring  right_only",[],request,left_only
How can I help you?,can we take a tour,33c33b2b-e119-47ae-a199-2f8ef7629723,"  memory_name entity    value
0    activity   type  hobbies
1    activity   name  touring",['touring'],1,Match,0.932383954524994,"Information Items:
memory_name: activity, entity: type, value: request.
memory_name: activity, entity: name, value: tour.","     value
0  request
1     tour","     value
0  hobbies
1  touring","Empty DataFrame
Columns: [value, _merge]
Index: []","     value      _merge
0  request   left_only
1     tour   left_only
2  hobbies  right_only
3  touring  right_only",[],tour,left_only
How can I help you?,can we take a tour,33c33b2b-e119-47ae-a199-2f8ef7629723,"  memory_name entity    value
0    activity   type  hobbies
1    activity   name  touring",['touring'],1,Match,0.932383954524994,"Information Items:
memory_name: activity, entity: type, value: request.
memory_name: activity, entity: name, value: tour.","     value
0  request
1     tour","     value
0  hobbies
1  touring","Empty DataFrame
Columns: [value, _merge]
Index: []","     value      _merge
0  request   left_only
1     tour   left_only
2  hobbies  right_only
3  touring  right_only",[],hobbies,right_only
How can I help you?,can we take a tour,33c33b2b-e119-47ae-a199-2f8ef7629723,"  memory_name entity    value
0    activity   type  hobbies
1    activity   name  touring",['touring'],1,Match,0.932383954524994,"Information Items:
memory_name: activity, entity: type, value: request.
memory_name: activity, entity: name, value: tour.","     value
0  request
1     tour","     value
0  hobbies
1  touring","Empty DataFrame
Columns: [value, _merge]
Index: []","     value      _merge
0  request   left_only
1     tour   left_only
2  hobbies  right_only
3  touring  right_only",[],touring,right_only
Where are you off to?,shopping,33fb8c13-3318-4184-8253-d58b7011c449,"  memory_name entity     value
1    activity   type  activity
2    activity   name  shopping",['shopping'],1,Match,0.9820451140403748,"Information Items:
memory_name: activity, entity: type, value: shopping.","      value
0  shopping","      value
0  activity
1  shopping","      value _merge
0  shopping   both","      value      _merge
0  shopping        both
1  activity  right_only",['shopping'],shopping,both
Where are you off to?,shopping,33fb8c13-3318-4184-8253-d58b7011c449,"  memory_name entity     value
1    activity   type  activity
2    activity   name  shopping",['shopping'],1,Match,0.9820451140403748,"Information Items:
memory_name: activity, entity: type, value: shopping.","      value
0  shopping","      value
0  activity
1  shopping","      value _merge
0  shopping   both","      value      _merge
0  shopping        both
1  activity  right_only",['shopping'],activity,right_only
Leaving So soon? Where are you going?,shopping,3400dc31-9693-499e-aa7c-c799717426b0,"  memory_name entity     value
1    activity   type  activity
2    activity   name  shopping",['shopping'],1,Match,0.981181025505066,"Information Items:
memory_name: activity, entity: type, value: shopping.","      value
0  shopping","      value
0  activity
1  shopping","      value _merge
0  shopping   both","      value      _merge
0  shopping        both
1  activity  right_only",['shopping'],shopping,both
Leaving So soon? Where are you going?,shopping,3400dc31-9693-499e-aa7c-c799717426b0,"  memory_name entity     value
1    activity   type  activity
2    activity   name  shopping",['shopping'],1,Match,0.981181025505066,"Information Items:
memory_name: activity, entity: type, value: shopping.","      value
0  shopping","      value
0  activity
1  shopping","      value _merge
0  shopping   both","      value      _merge
0  shopping        both
1  activity  right_only",['shopping'],activity,right_only
How can I help you?,goodbye i'm going to the laundromat,340ccfeb-ce8e-49d4-a399-afbcc343bfde,"  memory_name entity       value
1       place   name  laundromat",['laundromat'],1,Match,0.9715237021446228,"Information Items:
memory_name: place, entity: name, value: laundromat.
memory_name: activity, entity: type, value: chore.","        value
0  laundromat
1       chore","        value
0  laundromat","        value _merge
0  laundromat   both","        value     _merge
0  laundromat       both
1       chore  left_only",['laundromat'],laundromat,both
How can I help you?,goodbye i'm going to the laundromat,340ccfeb-ce8e-49d4-a399-afbcc343bfde,"  memory_name entity       value
1       place   name  laundromat",['laundromat'],1,Match,0.9715237021446228,"Information Items:
memory_name: place, entity: name, value: laundromat.
memory_name: activity, entity: type, value: chore.","        value
0  laundromat
1       chore","        value
0  laundromat","        value _merge
0  laundromat   both","        value     _merge
0  laundromat       both
1       chore  left_only",['laundromat'],chore,left_only
Do you have anything planned for today?,just fill out a credit card thing,3440718d-9c41-4061-a282-280fce7f23c3,"  memory_name entity    value
0    activity   type  hobbies
1    activity   name     card",['card'],1,Match,0.778488039970398,"Information Items:
memory_name: activity, entity: type, value: financial task.
memory_name: activity, entity: name, value: filling out credit card application.","                                 value
0                       financial task
1  filling out credit card application","     value
0  hobbies
1     card","Empty DataFrame
Columns: [value, _merge]
Index: []","                                 value      _merge
0                       financial task   left_only
1  filling out credit card application   left_only
2                              hobbies  right_only
3                                 card  right_only",[],financial task,left_only
Do you have anything planned for today?,just fill out a credit card thing,3440718d-9c41-4061-a282-280fce7f23c3,"  memory_name entity    value
0    activity   type  hobbies
1    activity   name     card",['card'],1,Match,0.778488039970398,"Information Items:
memory_name: activity, entity: type, value: financial task.
memory_name: activity, entity: name, value: filling out credit card application.","                                 value
0                       financial task
1  filling out credit card application","     value
0  hobbies
1     card","Empty DataFrame
Columns: [value, _merge]
Index: []","                                 value      _merge
0                       financial task   left_only
1  filling out credit card application   left_only
2                              hobbies  right_only
3                                 card  right_only",[],filling out credit card application,left_only
