elliq_text,user_text,group_id,memnet_info_items,valid_memNet_info_items,num_valid_memNet_info_items,labels,scores,gpt_text_response,gpt_values,memnet_values,inner_join_values,outer_join_values,inner_join_list,outer_join_list,outer_join_source
Do you have any plans for today?,who go grocery shopping maybe catch up on a few things,106c506a-8640-47ac-91c2-2acbb5c73755,"  memory_name entity     value
1    activity   type  activity
2    activity   name  shopping",['shopping'],1,Match,0.635948657989502,"Information Items:
memory_name: activity, entity: type, value: shopping.
memory_name: activity, entity: name, value: grocery shopping.
memory_name: activity, entity: type, value: catch up.
memory_name: activity, entity: name, value: few things.","              value
0          shopping
1  grocery shopping
2          catch up
3        few things","      value
0  activity
1  shopping","      value _merge
0  shopping   both","              value      _merge
0          shopping        both
1  grocery shopping   left_only
2          catch up   left_only
3        few things   left_only
4          activity  right_only",['shopping'],few things,left_only
Do you have any plans for today?,who go grocery shopping maybe catch up on a few things,106c506a-8640-47ac-91c2-2acbb5c73755,"  memory_name entity     value
1    activity   type  activity
2    activity   name  shopping",['shopping'],1,Match,0.635948657989502,"Information Items:
memory_name: activity, entity: type, value: shopping.
memory_name: activity, entity: name, value: grocery shopping.
memory_name: activity, entity: type, value: catch up.
memory_name: activity, entity: name, value: few things.","              value
0          shopping
1  grocery shopping
2          catch up
3        few things","      value
0  activity
1  shopping","      value _merge
0  shopping   both","              value      _merge
0          shopping        both
1  grocery shopping   left_only
2          catch up   left_only
3        few things   left_only
4          activity  right_only",['shopping'],activity,right_only
Where are you off to?,church,106df312-5f0c-4654-8d14-faa357260b2d,"  memory_name entity   value
1       place   name  church",['church'],1,Match,0.981425166130066,"Information Items:
memory_name: place, entity: name, value: church.","    value
0  church","    value
0  church","    value _merge
0  church   both","    value _merge
0  church   both",['church'],church,both
"Great, what are your plans?",doctors office,107f082f-3c8d-4bfc-96a5-b0e3e557e782,"  memory_name entity     value
1    activity   type  activity
2    activity   name    doctor",['doctor'],1,Match,0.8756729364395142,"Information Items:
memory_name: place, entity: name, value: doctor's office.","             value
0  doctor's office","      value
0  activity
1    doctor","Empty DataFrame
Columns: [value, _merge]
Index: []","             value      _merge
0  doctor's office   left_only
1         activity  right_only
2           doctor  right_only",[],doctor's office,left_only
"Great, what are your plans?",doctors office,107f082f-3c8d-4bfc-96a5-b0e3e557e782,"  memory_name entity     value
1    activity   type  activity
2    activity   name    doctor",['doctor'],1,Match,0.8756729364395142,"Information Items:
memory_name: place, entity: name, value: doctor's office.","             value
0  doctor's office","      value
0  activity
1    doctor","Empty DataFrame
Columns: [value, _merge]
Index: []","             value      _merge
0  doctor's office   left_only
1         activity  right_only
2           doctor  right_only",[],activity,right_only
"Great, what are your plans?",doctors office,107f082f-3c8d-4bfc-96a5-b0e3e557e782,"  memory_name entity     value
1    activity   type  activity
2    activity   name    doctor",['doctor'],1,Match,0.8756729364395142,"Information Items:
memory_name: place, entity: name, value: doctor's office.","             value
0  doctor's office","      value
0  activity
1    doctor","Empty DataFrame
Columns: [value, _merge]
Index: []","             value      _merge
0  doctor's office   left_only
1         activity  right_only
2           doctor  right_only",[],doctor,right_only
I've got a tricky trivia question for you. Wanna try your luck?,news on television,1090dcba-c1c8-4490-b847-c22710688aae,"  memory_name entity        value
0    activity   type     activity
1    activity   name  watching_tv",['watching tv'],1,Match,0.774681806564331,"Information Items:
memory_name: activity, entity: name, value: watching tv.","         value
0  watching tv","         value
0     activity
1  watching tv","         value _merge
0  watching tv   both","         value      _merge
0  watching tv        both
1     activity  right_only",['watching tv'],watching tv,both
I've got a tricky trivia question for you. Wanna try your luck?,news on television,1090dcba-c1c8-4490-b847-c22710688aae,"  memory_name entity        value
0    activity   type     activity
1    activity   name  watching_tv",['watching tv'],1,Match,0.774681806564331,"Information Items:
memory_name: activity, entity: name, value: watching tv.","         value
0  watching tv","         value
0     activity
1  watching tv","         value _merge
0  watching tv   both","         value      _merge
0  watching tv        both
1     activity  right_only",['watching tv'],activity,right_only
"Ah. Ok, I’m back to being me, elli cue. What are you going to do differently today now that you know how the stars are aligned?",explorer,10a0c5ee-b3d4-47fd-921a-cce2a5ff2832,"  memory_name entity        value
0    activity   type      hobbies
1    activity   name  exploration",['exploration'],1,Match,0.662241518497467,"Information Items:
memory_name: activity, entity: type, value: exploration.","         value
0  exploration","         value
0      hobbies
1  exploration","         value _merge
0  exploration   both","         value      _merge
0  exploration        both
1      hobbies  right_only",['exploration'],exploration,both
"Ah. Ok, I’m back to being me, elli cue. What are you going to do differently today now that you know how the stars are aligned?",explorer,10a0c5ee-b3d4-47fd-921a-cce2a5ff2832,"  memory_name entity        value
0    activity   type      hobbies
1    activity   name  exploration",['exploration'],1,Match,0.662241518497467,"Information Items:
memory_name: activity, entity: type, value: exploration.","         value
0  exploration","         value
0      hobbies
1  exploration","         value _merge
0  exploration   both","         value      _merge
0  exploration        both
1      hobbies  right_only",['exploration'],hobbies,right_only
"I'm sorry, I didn't understand your request. Please select a station name that is displayed on my screen. Which one would you like to hear?",beauty shop appointment at 1,10cbf385-23f8-414d-8c5e-a7dbd7b8caa0,"  memory_name entity            value
1    activity   type         activity
2    activity   name  haircut,meeting","['haircut,meeting']",1,Match,0.6111757755279541,"Information Items:
memory_name: activity, entity: type, value: appointment.
memory_name: activity, entity: name, value: beauty shop.
memory_name: time, entity: hour, value: 1.","         value
0  appointment
1  beauty shop
2            1","             value
0         activity
1  haircut,meeting","Empty DataFrame
Columns: [value, _merge]
Index: []","             value      _merge
0      appointment   left_only
1      beauty shop   left_only
2                1   left_only
3         activity  right_only
4  haircut,meeting  right_only",[],appointment,left_only
"I'm sorry, I didn't understand your request. Please select a station name that is displayed on my screen. Which one would you like to hear?",beauty shop appointment at 1,10cbf385-23f8-414d-8c5e-a7dbd7b8caa0,"  memory_name entity            value
1    activity   type         activity
2    activity   name  haircut,meeting","['haircut,meeting']",1,Match,0.6111757755279541,"Information Items:
memory_name: activity, entity: type, value: appointment.
memory_name: activity, entity: name, value: beauty shop.
memory_name: time, entity: hour, value: 1.","         value
0  appointment
1  beauty shop
2            1","             value
0         activity
1  haircut,meeting","Empty DataFrame
Columns: [value, _merge]
Index: []","             value      _merge
0      appointment   left_only
1      beauty shop   left_only
2                1   left_only
3         activity  right_only
4  haircut,meeting  right_only",[],beauty shop,left_only
"I'm sorry, I didn't understand your request. Please select a station name that is displayed on my screen. Which one would you like to hear?",beauty shop appointment at 1,10cbf385-23f8-414d-8c5e-a7dbd7b8caa0,"  memory_name entity            value
1    activity   type         activity
2    activity   name  haircut,meeting","['haircut,meeting']",1,Match,0.6111757755279541,"Information Items:
memory_name: activity, entity: type, value: appointment.
memory_name: activity, entity: name, value: beauty shop.
memory_name: time, entity: hour, value: 1.","         value
0  appointment
1  beauty shop
2            1","             value
0         activity
1  haircut,meeting","Empty DataFrame
Columns: [value, _merge]
Index: []","             value      _merge
0      appointment   left_only
1      beauty shop   left_only
2                1   left_only
3         activity  right_only
4  haircut,meeting  right_only",[],1,left_only
"I'm sorry, I didn't understand your request. Please select a station name that is displayed on my screen. Which one would you like to hear?",beauty shop appointment at 1,10cbf385-23f8-414d-8c5e-a7dbd7b8caa0,"  memory_name entity            value
1    activity   type         activity
2    activity   name  haircut,meeting","['haircut,meeting']",1,Match,0.6111757755279541,"Information Items:
memory_name: activity, entity: type, value: appointment.
memory_name: activity, entity: name, value: beauty shop.
memory_name: time, entity: hour, value: 1.","         value
0  appointment
1  beauty shop
2            1","             value
0         activity
1  haircut,meeting","Empty DataFrame
Columns: [value, _merge]
Index: []","             value      _merge
0      appointment   left_only
1      beauty shop   left_only
2                1   left_only
3         activity  right_only
4  haircut,meeting  right_only",[],activity,right_only
"I'm sorry, I didn't understand your request. Please select a station name that is displayed on my screen. Which one would you like to hear?",beauty shop appointment at 1,10cbf385-23f8-414d-8c5e-a7dbd7b8caa0,"  memory_name entity            value
1    activity   type         activity
2    activity   name  haircut,meeting","['haircut,meeting']",1,Match,0.6111757755279541,"Information Items:
memory_name: activity, entity: type, value: appointment.
memory_name: activity, entity: name, value: beauty shop.
memory_name: time, entity: hour, value: 1.","         value
0  appointment
1  beauty shop
2            1","             value
0         activity
1  haircut,meeting","Empty DataFrame
Columns: [value, _merge]
Index: []","             value      _merge
0      appointment   left_only
1      beauty shop   left_only
2                1   left_only
3         activity  right_only
4  haircut,meeting  right_only",[],"haircut,meeting",right_only
How can I help you?,goodbye i'm going to play bingo now,10cc1fe8-1a44-45a7-800a-ddcc4d44f041,"  memory_name entity       value
1    activity   type    activity
2    activity   name  play,bingo","['play,bingo']",1,Match,0.9787136912345886,"Information Items:
memory_name: activity, entity: type, value: game.
memory_name: activity, entity: name, value: bingo.","   value
0   game
1  bingo","        value
0    activity
1  play,bingo","Empty DataFrame
Columns: [value, _merge]
Index: []","        value      _merge
0        game   left_only
1       bingo   left_only
2    activity  right_only
3  play,bingo  right_only",[],game,left_only
How can I help you?,goodbye i'm going to play bingo now,10cc1fe8-1a44-45a7-800a-ddcc4d44f041,"  memory_name entity       value
1    activity   type    activity
2    activity   name  play,bingo","['play,bingo']",1,Match,0.9787136912345886,"Information Items:
memory_name: activity, entity: type, value: game.
memory_name: activity, entity: name, value: bingo.","   value
0   game
1  bingo","        value
0    activity
1  play,bingo","Empty DataFrame
Columns: [value, _merge]
Index: []","        value      _merge
0        game   left_only
1       bingo   left_only
2    activity  right_only
3  play,bingo  right_only",[],bingo,left_only
How can I help you?,goodbye i'm going to play bingo now,10cc1fe8-1a44-45a7-800a-ddcc4d44f041,"  memory_name entity       value
1    activity   type    activity
2    activity   name  play,bingo","['play,bingo']",1,Match,0.9787136912345886,"Information Items:
memory_name: activity, entity: type, value: game.
memory_name: activity, entity: name, value: bingo.","   value
0   game
1  bingo","        value
0    activity
1  play,bingo","Empty DataFrame
Columns: [value, _merge]
Index: []","        value      _merge
0        game   left_only
1       bingo   left_only
2    activity  right_only
3  play,bingo  right_only",[],activity,right_only
How can I help you?,goodbye i'm going to play bingo now,10cc1fe8-1a44-45a7-800a-ddcc4d44f041,"  memory_name entity       value
1    activity   type    activity
2    activity   name  play,bingo","['play,bingo']",1,Match,0.9787136912345886,"Information Items:
memory_name: activity, entity: type, value: game.
memory_name: activity, entity: name, value: bingo.","   value
0   game
1  bingo","        value
0    activity
1  play,bingo","Empty DataFrame
Columns: [value, _merge]
Index: []","        value      _merge
0        game   left_only
1       bingo   left_only
2    activity  right_only
3  play,bingo  right_only",[],"play,bingo",right_only
Wanna spend some time together?,not right now i have to go to my appointment,10d931c9-ef13-4e77-8df4-3d64b621114f,"  memory_name entity     value
1    activity   type  activity
2    activity   name   meeting",['meeting'],1,Match,0.9952349066734314,"Information Items:
memory_name: activity, entity: type, value: appointment.","         value
0  appointment","      value
0  activity
1   meeting","Empty DataFrame
Columns: [value, _merge]
Index: []","         value      _merge
0  appointment   left_only
1     activity  right_only
2      meeting  right_only",[],appointment,left_only
Wanna spend some time together?,not right now i have to go to my appointment,10d931c9-ef13-4e77-8df4-3d64b621114f,"  memory_name entity     value
1    activity   type  activity
2    activity   name   meeting",['meeting'],1,Match,0.9952349066734314,"Information Items:
memory_name: activity, entity: type, value: appointment.","         value
0  appointment","      value
0  activity
1   meeting","Empty DataFrame
Columns: [value, _merge]
Index: []","         value      _merge
0  appointment   left_only
1     activity  right_only
2      meeting  right_only",[],activity,right_only
Wanna spend some time together?,not right now i have to go to my appointment,10d931c9-ef13-4e77-8df4-3d64b621114f,"  memory_name entity     value
1    activity   type  activity
2    activity   name   meeting",['meeting'],1,Match,0.9952349066734314,"Information Items:
memory_name: activity, entity: type, value: appointment.","         value
0  appointment","      value
0  activity
1   meeting","Empty DataFrame
Columns: [value, _merge]
Index: []","         value      _merge
0  appointment   left_only
1     activity  right_only
2      meeting  right_only",[],meeting,right_only
How can I help you?,we're going to the doctor now,1103e81d-6e62-4f6d-a265-89b0becc165a,"  memory_name entity     value
1    activity   type  activity
2    activity   name    doctor",['doctor'],1,Match,0.9405301213264464,"Information Items:
memory_name: place, entity: name, value: doctor.","    value
0  doctor","      value
0  activity
1    doctor","    value _merge
0  doctor   both","      value      _merge
0    doctor        both
1  activity  right_only",['doctor'],doctor,both
How can I help you?,we're going to the doctor now,1103e81d-6e62-4f6d-a265-89b0becc165a,"  memory_name entity     value
1    activity   type  activity
2    activity   name    doctor",['doctor'],1,Match,0.9405301213264464,"Information Items:
memory_name: place, entity: name, value: doctor.","    value
0  doctor","      value
0  activity
1    doctor","    value _merge
0  doctor   both","      value      _merge
0    doctor        both
1  activity  right_only",['doctor'],activity,right_only
Is there anything special planned for tomorrow?,i go to the dentist tomorrow to get up at 1 to get a tooth repaired,1109d092-9da4-4730-9a5a-6c0d1ede2e95,"  memory_name entity     value
1    activity   type  activity
2    activity   name   dentist",['dentist'],1,Match,0.9549130797386168,"Information Items:
memory_name: place, entity: name, value: dentist.
memory_name: activity, entity: type, value: appointment.
memory_name: activity, entity: name, value: tooth repair.
memory_name: time, entity: hour, value: 1.","          value
0       dentist
1   appointment
2  tooth repair
3             1","      value
0  activity
1   dentist","     value _merge
0  dentist   both","          value      _merge
0       dentist        both
1   appointment   left_only
2  tooth repair   left_only
3             1   left_only
4      activity  right_only",['dentist'],dentist,both
Is there anything special planned for tomorrow?,i go to the dentist tomorrow to get up at 1 to get a tooth repaired,1109d092-9da4-4730-9a5a-6c0d1ede2e95,"  memory_name entity     value
1    activity   type  activity
2    activity   name   dentist",['dentist'],1,Match,0.9549130797386168,"Information Items:
memory_name: place, entity: name, value: dentist.
memory_name: activity, entity: type, value: appointment.
memory_name: activity, entity: name, value: tooth repair.
memory_name: time, entity: hour, value: 1.","          value
0       dentist
1   appointment
2  tooth repair
3             1","      value
0  activity
1   dentist","     value _merge
0  dentist   both","          value      _merge
0       dentist        both
1   appointment   left_only
2  tooth repair   left_only
3             1   left_only
4      activity  right_only",['dentist'],appointment,left_only
Is there anything special planned for tomorrow?,i go to the dentist tomorrow to get up at 1 to get a tooth repaired,1109d092-9da4-4730-9a5a-6c0d1ede2e95,"  memory_name entity     value
1    activity   type  activity
2    activity   name   dentist",['dentist'],1,Match,0.9549130797386168,"Information Items:
memory_name: place, entity: name, value: dentist.
memory_name: activity, entity: type, value: appointment.
memory_name: activity, entity: name, value: tooth repair.
memory_name: time, entity: hour, value: 1.","          value
0       dentist
1   appointment
2  tooth repair
3             1","      value
0  activity
1   dentist","     value _merge
0  dentist   both","          value      _merge
0       dentist        both
1   appointment   left_only
2  tooth repair   left_only
3             1   left_only
4      activity  right_only",['dentist'],tooth repair,left_only
Is there anything special planned for tomorrow?,i go to the dentist tomorrow to get up at 1 to get a tooth repaired,1109d092-9da4-4730-9a5a-6c0d1ede2e95,"  memory_name entity     value
1    activity   type  activity
2    activity   name   dentist",['dentist'],1,Match,0.9549130797386168,"Information Items:
memory_name: place, entity: name, value: dentist.
memory_name: activity, entity: type, value: appointment.
memory_name: activity, entity: name, value: tooth repair.
memory_name: time, entity: hour, value: 1.","          value
0       dentist
1   appointment
2  tooth repair
3             1","      value
0  activity
1   dentist","     value _merge
0  dentist   both","          value      _merge
0       dentist        both
1   appointment   left_only
2  tooth repair   left_only
3             1   left_only
4      activity  right_only",['dentist'],1,left_only
Is there anything special planned for tomorrow?,i go to the dentist tomorrow to get up at 1 to get a tooth repaired,1109d092-9da4-4730-9a5a-6c0d1ede2e95,"  memory_name entity     value
1    activity   type  activity
2    activity   name   dentist",['dentist'],1,Match,0.9549130797386168,"Information Items:
memory_name: place, entity: name, value: dentist.
memory_name: activity, entity: type, value: appointment.
memory_name: activity, entity: name, value: tooth repair.
memory_name: time, entity: hour, value: 1.","          value
0       dentist
1   appointment
2  tooth repair
3             1","      value
0  activity
1   dentist","     value _merge
0  dentist   both","          value      _merge
0       dentist        both
1   appointment   left_only
2  tooth repair   left_only
3             1   left_only
4      activity  right_only",['dentist'],activity,right_only
"By the way, I have an activity for us to do together.  Would you like to do 30 seconds of gentle breathing that can relax our mind and body?",i'm running a fish,114bed40-15fa-4d05-a2e2-2bf1c6667755,"Empty DataFrame
Columns: [memory_name, entity, value]
Index: []",[],0,Match,0.7422245740890503,"Information Items:
memory_name: activity, entity: type, value: physical activity.
memory_name: activity, entity: name, value: running a fish.","               value
0  physical activity
1     running a fish","Empty DataFrame
Columns: [value]
Index: []","Empty DataFrame
Columns: [value, _merge]
Index: []","               value     _merge
0  physical activity  left_only
1     running a fish  left_only",[],physical activity,left_only
"By the way, I have an activity for us to do together.  Would you like to do 30 seconds of gentle breathing that can relax our mind and body?",i'm running a fish,114bed40-15fa-4d05-a2e2-2bf1c6667755,"Empty DataFrame
Columns: [memory_name, entity, value]
Index: []",[],0,Match,0.7422245740890503,"Information Items:
memory_name: activity, entity: type, value: physical activity.
memory_name: activity, entity: name, value: running a fish.","               value
0  physical activity
1     running a fish","Empty DataFrame
Columns: [value]
Index: []","Empty DataFrame
Columns: [value, _merge]
Index: []","               value     _merge
0  physical activity  left_only
1     running a fish  left_only",[],running a fish,left_only
Is there something else you’d like to do?,i'm just watching a tennis match on t.v.,115505ce-c6c0-45cb-8bcd-2ca71de1c086,"  memory_name entity        value
0    activity   type     activity
1    activity   name  watching_tv",['watching tv'],1,Match,0.9755714535713196,"Information Items:
memory_name: activity, entity: name, value: watching tv.
memory_name: activity, entity: type, value: sports.
memory_name: activity, entity: details, value: tennis match.","          value
0   watching tv
1        sports
2  tennis match","         value
0     activity
1  watching tv","         value _merge
0  watching tv   both","          value      _merge
0   watching tv        both
1        sports   left_only
2  tennis match   left_only
3      activity  right_only",['watching tv'],watching tv,both
Is there something else you’d like to do?,i'm just watching a tennis match on t.v.,115505ce-c6c0-45cb-8bcd-2ca71de1c086,"  memory_name entity        value
0    activity   type     activity
1    activity   name  watching_tv",['watching tv'],1,Match,0.9755714535713196,"Information Items:
memory_name: activity, entity: name, value: watching tv.
memory_name: activity, entity: type, value: sports.
memory_name: activity, entity: details, value: tennis match.","          value
0   watching tv
1        sports
2  tennis match","         value
0     activity
1  watching tv","         value _merge
0  watching tv   both","          value      _merge
0   watching tv        both
1        sports   left_only
2  tennis match   left_only
3      activity  right_only",['watching tv'],sports,left_only
Is there something else you’d like to do?,i'm just watching a tennis match on t.v.,115505ce-c6c0-45cb-8bcd-2ca71de1c086,"  memory_name entity        value
0    activity   type     activity
1    activity   name  watching_tv",['watching tv'],1,Match,0.9755714535713196,"Information Items:
memory_name: activity, entity: name, value: watching tv.
memory_name: activity, entity: type, value: sports.
memory_name: activity, entity: details, value: tennis match.","          value
0   watching tv
1        sports
2  tennis match","         value
0     activity
1  watching tv","         value _merge
0  watching tv   both","          value      _merge
0   watching tv        both
1        sports   left_only
2  tennis match   left_only
3      activity  right_only",['watching tv'],tennis match,left_only
Is there something else you’d like to do?,i'm just watching a tennis match on t.v.,115505ce-c6c0-45cb-8bcd-2ca71de1c086,"  memory_name entity        value
0    activity   type     activity
1    activity   name  watching_tv",['watching tv'],1,Match,0.9755714535713196,"Information Items:
memory_name: activity, entity: name, value: watching tv.
memory_name: activity, entity: type, value: sports.
memory_name: activity, entity: details, value: tennis match.","          value
0   watching tv
1        sports
2  tennis match","         value
0     activity
1  watching tv","         value _merge
0  watching tv   both","          value      _merge
0   watching tv        both
1        sports   left_only
2  tennis match   left_only
3      activity  right_only",['watching tv'],activity,right_only
When will you be back home? I want to make sure to be here.,will be back in 20 minutes,11567bcf-cc6b-4709-8587-57f3b1e11be9,"  memory_name  entity value
1       place  people  Will",['Will'],1,Match,0.9727767705917358,"Information Items:
memory_name: activity, entity: type, value: returning home.
memory_name: activity, entity: duration, value: 20 minutes.","            value
0  returning home
1      20 minutes","  value
0  Will","Empty DataFrame
Columns: [value, _merge]
Index: []","            value      _merge
0  returning home   left_only
1      20 minutes   left_only
2            Will  right_only",[],returning home,left_only
